twitt_id; date; user_id; user_name; text; lat; lng
354383575262568449; "Mon Jul 08 233643 0000 2013"; 274296498; "Emily Ching"; "CP24 Mayor Ford says he has spoken to police chief and everything is under control. Oh, well. No need to worry,#robford has got #TOstorm"; 50.46767773; -104.65419785
354383614219268098; "Mon Jul 08 233652 0000 2013"; 241357014; "noah d"; "Escaping the flood yall. http//t.co/XEMTKZ2Erb"; 43.8444808; -79.56007314
354383755525378048; "Mon Jul 08 233726 0000 2013"; 160385067; "Julie DeWolfe"; "Umm, the southbound dvp is now heading northbound, apparently. #oppositeday #stormTO http//t.co/7Anj9SjYBy"; 43.67575237; -79.36075818
354383905404616704; "Mon Jul 08 233801 0000 2013"; 138575072; "Jason Porter"; "Flooded  Applewood Hills Park pic http//t.co/tFX9DAN43b"; 43.616146; -79.60073
354384001005400065; "Mon Jul 08 233824 0000 2013"; 1499386506; "erin latimer"; "While etobicoke is getting flooded,  Im tanning http//t.co/HYjZBnlp4Q"; 50.07862002; -123.0427776
354384039806906369; "Mon Jul 08 233833 0000 2013"; 156744338; "Jen"; "COOL HOW AM I GETTING HOME THE SUBWAY IS SHUT DOWN AND ALL TE HIGHWAYS ARE FLOODED. andrewlarose is my fucking hero"; 43.62632825; -79.37628171
354384046370983936; "Mon Jul 08 233835 0000 2013"; 200951665; "Joanne Jacklyn"; "Thank God! Power is back!  No need to call the army after all! #toronto #weather #flood #nopower #nowater #safe #thunderstorm"; 43.63975475; -79.38307344
354384090734137346; "Mon Jul 08 233846 0000 2013"; 198602448; "V"; "Sooo I made it home....Parking level 4 is FLOODED. Perfect. Hahaha #illparkontheroof"; 43.63895828; -79.4021215
354384104818622467; "Mon Jul 08 233849 0000 2013"; 317215845; "Radio Nation"; "Splish Splash I was takin a bath all up on a Monday night. #stormTO http//t.co/zfUxdhY7ve"; 43.65974221; -79.33687237
354384432678969345; "Mon Jul 08 234007 0000 2013"; 138597182; "Laurent Loganathan"; "Gas Station at Victoria Park n McNicoll is open #stormTO"; 43.77191739; -79.32093762
354384439805100032; "Mon Jul 08 234009 0000 2013"; 623003; "Jordan Christensen"; "braziunas Queen and Dufferin flood http//t.co/velcVY9ZID #stormTO"; 43.64281446; -79.41463031
354384872263008257; "Mon Jul 08 234152 0000 2013"; 253090802; "nicola peragine"; "guess i made the right call avoiding it! RT TOPROBLEMS Now We Can Swim in Queens Station #StormTo #TORONTOPROBLEMS http//t.co/hhOchN9MDZ"; 43.65425076; -79.4028418
354384901769936896; "Mon Jul 08 234159 0000 2013"; 270493263; "Lauren Aitchison"; "Just got on a GO bus out of the city after an hour... I feel like Im on the Titanic and somehow managed to get onto a lifeboat #stormTO"; 43.64477572; -79.37462659
354385057869352960; "Mon Jul 08 234236 0000 2013"; 27523643; "Anita Li"; "Per my previous tweet, heres a photo of my condos parking area #stormTO #craycray http//t.co/susvNaieQp"; 43.65084675; -79.36070825
354385141159833600; "Mon Jul 08 234256 0000 2013"; 310009602; "Julie Grant"; "No MT weathernetwork More training tstorms to hit flooded areas in next 3060 mins. If possible, shelter in place. Flooding could worsen!"; 43.7608; -79.72059
354385225045913600; "Mon Jul 08 234316 0000 2013"; 14289092; "The GATE"; "Blackout  Blurred Lines  Good night. #stormTO"; 43.6329529; -79.5331272
354385305907900416; "Mon Jul 08 234335 0000 2013"; 169699409; ""; "Anyone thirsty? Torontos fuckin flooded!  #stormTO #torontoproblems #TOflood"; 43.64328938; -79.48418881
354385381120155648; "Mon Jul 08 234354 0000 2013"; 198602448; "V"; "blogTO #stormTO  #fortyorkblvd http//t.co/Fe754E9XXP"; 43.63812179; -79.40486825
354385432445849600; "Mon Jul 08 234405 0000 2013"; 471638733; "Iffat M."; "rabiaas omg is there a flood there too?"; 43.78617048; -79.16686934
354385580190212097; "Mon Jul 08 234441 0000 2013"; 21543404; "Alexander"; "Finally walking up Bathurst and still getting splashed. Eagerly anticipate probably getting home to discover my basement bedroom flooded."; 43.65491578; -79.4070687
354385692022943745; "Mon Jul 08 234507 0000 2013"; 503855448; "Angie Elizabeth"; "Handle what? Ford says everythings cool. ericduckman MT Jokes re how TO wld handle a flood w/o nenshi were about to find out #yyzflood"; 43.72736435; -79.31877299
354385863695806464; "Mon Jul 08 234548 0000 2013"; 270493263; "Lauren Aitchison"; "Stay warm and safe friends #stormTO"; 43.63984749; -79.38384362
354385893328568320; "Mon Jul 08 234555 0000 2013"; 64041975; "Kimberly Helena"; "Fall asleep for two hours and wake up to find out Toronto is flooded. #crazy"; 43.51123051; -80.21088747
354386023591059457; "Mon Jul 08 234626 0000 2013"; 29115299; "h"; "Dinner flooded out /  Epic  fairmonthotels http//t.co/8dy5luFmtN"; 43.64540332; -79.38141418
354386097184317440; "Mon Jul 08 234644 0000 2013"; 446679168; "Matt Neill"; "Stay in Calgary floodLeave to Toronto for a week flood#wtf"; 43.77086093; -79.60785824
354386234522607617; "Mon Jul 08 234717 0000 2013"; 789801456; "Marie Tartaro"; "Cars are flooded to the roof in Toronto, looks like im staying another night"; 43.72910651; -79.45142628
354386427242496000; "Mon Jul 08 234803 0000 2013"; 53969028; "Toronto Now"; "Toronto hit by heavy rains, local flooding A number of Toronto streets have been flooded with rainwater as the... http//t.co/O3DNRKJ1YF"; 43.64842391; -79.37536382
354386508502933505; "Mon Jul 08 234822 0000 2013"; 383941690; "T.matas"; "Please flood maple"; 43.87036543; -79.52339884
354386573615300608; "Mon Jul 08 234837 0000 2013"; 21541287; "Natalia Nikola"; "The city is flooded, powers out everywhere. Can I go home?"; 43.7293292; -79.4512884
354386696097370112; "Mon Jul 08 234907 0000 2013"; 465665111; "Britney Foster"; "Im kinda down to go to dundas just to see the huge flood and stand it in ...."; 43.48998642; -79.87527666
354386750505893889; "Mon Jul 08 234920 0000 2013"; 81998963; "Seb"; "Brace yourself, the I survived the 2013 blackout flood tweets are coming."; 43.57473088; -79.65892931
354386750220681216; "Mon Jul 08 234920 0000 2013"; 184260523; "Kaila Ashley"; "I hope all my fellow torontonians are keeping safe from the flooding! For once Im happy Im not currently in my city #stormTO"; 49.88418887; -97.30561935
354386827408441344; "Mon Jul 08 234938 0000 2013"; 52065949; "Shubham Datta"; "RT 680News .TorontoHydro says approximately 300,000 customers are without power across #Toronto. #stormTO #fb"; 43.70832119; -79.51140496
354387219328409600; "Mon Jul 08 235112 0000 2013"; 53523485; "Mark Shannon"; "Probably best if you stay away from flooded underpasses. #toronto #globestorm http//t.co/iUtqY3xUKF"; 43.64635609; -79.52576998
354387289343922176; "Mon Jul 08 235128 0000 2013"; 149018164; "LeRoi"; "Flood and storm in Toronto, Mississauga, Brampton and Markham, Power outage and people stuck in the Subways, elevators, stranded God help US"; 43.66354; -79.36156
354387461226504192; "Mon Jul 08 235209 0000 2013"; 217524162; "Jim LaChapelle"; "Gonna need someone to bring me food.    Only edible things i have are Parmesan Garlic triscuits amp, cheese #TOstorm"; 43.72836099; -79.44208886
354387508534050818; "Mon Jul 08 235220 0000 2013"; 143721841; "Bonnie Looi"; "Wow cant believe all this rain!! T.O. is flooded!!!! No way hm. So sad!! Lol!! Trying 2 find my way hm. #Toronto #flood"; 43.6509951; -79.3703655
354387568164483072; "Mon Jul 08 235235 0000 2013"; 831772116; "Laurie Paetz"; "jennl4ty Are you getting the flood warnings in #Mississauga Stay safe!"; 50.96952402; -114.11959941
354387646631514113; "Mon Jul 08 235253 0000 2013"; 17221114; "Roanne Argyle"; "WOW! JProskowGlobal Woah. jaimeofwicked GO train.  Flooded. Help? http//t.co/c1nRrPL4o2"; 43.6825828; -79.3598204
354387724561678336; "Mon Jul 08 235312 0000 2013"; 53523485; "Mark Shannon"; "Flooded, stranded, abandoned car at Bloor/Islington. #toronto #globestorm #torontoiswet http//t.co/a4fM09kall"; 43.6461991; -79.52612163
354387754563547136; "Mon Jul 08 235319 0000 2013"; 19166108; "Jonathan Bunford"; "Tons of rain  no power  ice cream for dinner! #stormTO http//t.co/pjFoQtxqjD"; 43.62405663; -79.5174008
354387912982413313; "Mon Jul 08 235357 0000 2013"; 132034640; "Trendsmap Ottawa"; "#stormto is now trending in #Ottawa http//t.co/PGkukxpwuz"; 45.4235; -75.6979
354388138518515713; "Mon Jul 08 235451 0000 2013"; 14289092; "The GATE"; "This one goes out to Toronto. https//t.co/pLGNUEMkAT #stormTO"; 43.6329529; -79.5331272
354388213126807552; "Mon Jul 08 235508 0000 2013"; 218991685; "Radek Bonk"; "The flood In Toronto is Burke and Wilsons fault."; 46.48561439; -81.00956579
354388309583200256; "Mon Jul 08 235531 0000 2013"; 1170203690; "Maria G Yates"; "And then this happened RT CTVNews Dramatic photos show parts of Toronto flooded by heavy rain http//t.co/zKYlKVALAr"; 43.3460968; -79.8247218
354388310489190400; "Mon Jul 08 235532 0000 2013"; 29306771; "Sab"; "Barely made it through the flood  still stuck here thanks to all medics  and kind ppl that helped me and others http//t.co/dRHMujTa84"; 43.76261693; -79.46336922
354388552097869824; "Mon Jul 08 235629 0000 2013"; 198758674; "Failte Irish Pub"; "Please, please be safe out there everyone #stormTO"; 43.63718837; -79.63041323
354388596721057792; "Mon Jul 08 235640 0000 2013"; 298269048; "Tony, Literally"; "Stuck in Toronto? Probably best to inquire about hotels flood rates #floodTO"; 43.66360169; -79.38090234
354389114684047362; "Mon Jul 08 235843 0000 2013"; 44826155; "Bryant Balatbat"; "A marine unit is being deployed to rescue stranded passengers on a GO train. Wow. #stormTO  #shitgotreal"; 43.63930301; -79.38053072
354389204987416576; "Mon Jul 08 235905 0000 2013"; 564836047; "Evan Kirkman"; "I need to buy more candles. #stormTO"; 43.61735579; -79.48732185
354368145621909508; "Mon Jul 08 223524 0000 2013"; 21543404; "Alexander"; "Union Station is apparently maybe flooded so north south subway is not happening"; 43.65598892; -79.38251046
354368144325869568; "Mon Jul 08 223524 0000 2013"; 49420730; "Dave Silva"; "Walmart in Vaughan is closed  powers out. Lowes is flooded and will be closing soon #SeriousRain"; 43.79616408; -79.53101342
354368155851821056; "Mon Jul 08 223526 0000 2013"; 130263572; "Donna Lindell"; "And we have Ford in charge. HuffPostCanada Environment Canada has issued a flood watch for #toronto. #yyz"; 43.68272797; -79.34254963
354368166337581056; "Mon Jul 08 223529 0000 2013"; 369105724; "Nick Moran"; "My office building has been flooded. That was a lot of rain. Nervous my apartment has suffered the same fate!"; 43.6653502; -79.592095
354368390497976322; "Mon Jul 08 223622 0000 2013"; 232934938; "JessicaLC"; "Dear Apartment Please dont be flooded. Please dont be flooded. Please dont be flooded."; 43.66181458; -79.33663733
354368548556124160; "Mon Jul 08 223700 0000 2013"; 18825309; "AleenaZ"; "Close to yonge and st Clair #stormTO http//t.co/W9kRD3Jvgr"; 43.69482344; -79.39614573
354368656639139840; "Mon Jul 08 223726 0000 2013"; 107531682; "claud"; "High way is flooded . #holyshit http//t.co/ghNHdXictE"; 43.59402944; -79.57170287
354368907022315520; "Mon Jul 08 223826 0000 2013"; 404445639; "Joanna Britton"; "According to wells83...our house is about to be under water if this doesnt let up #stormTO #flood #libertyvillage http//t.co/iy3QZTlYsY"; 43.6502361; -79.3583842
354368973502021633; "Mon Jul 08 223841 0000 2013"; 181782222; "Michael Revell"; "I may need to acquire an ark #stormTO"; 43.65170656; -79.3688687
354369719819702273; "Mon Jul 08 224139 0000 2013"; 253090802; "nicola peragine"; "Power outage in the office. Subway down. Union station flooding. What a great way to end my Monday! #stormTO"; 43.643971; -79.381227
354370204211486720; "Mon Jul 08 224335 0000 2013"; 320216015; "David Vo"; "A flooded basement is the perfect way to round off my day.. Fml!"; 43.65147862; -79.43818329
354370289561387008; "Mon Jul 08 224355 0000 2013"; 217239049; "Mike Busby"; "Never seen Toronto like this before, the path is starting to flood in areas. #toronto #torontoproblems"; 43.6457998; -79.37679482
354370399997394944; "Mon Jul 08 224421 0000 2013"; 56404204; "TheGroobster"; "Epic Delays at #Islington. Bloor bridge flooded. Car is stuck halfway in water. Shouldve taken a pic. #Toronto"; 43.645358; -79.5236846
354370482893623296; "Mon Jul 08 224441 0000 2013"; 61882842; "Trish The Dish"; "Figure Ill checkin in case someone wants to come find me and say hi.  No one is moving.  #stormTO http//t.co/AEvgxLAtV9"; 43.666517; -79.596135
354370848821493760; "Mon Jul 08 224608 0000 2013"; 137204706; "JCo Junk"; "Quick Break Out The Yellow Submarines !!! #Toronto #Flood"; 43.6599128; -79.33449347
354370865913278464; "Mon Jul 08 224613 0000 2013"; 720659407; "Amy"; "Toronto flood ! http//t.co/l3ygiT5wth"; 43.64973; -79.38233
354370996674887681; "Mon Jul 08 224644 0000 2013"; 431957043; "Vladltico C.F"; "Cooking with the power out n shit #Blackout #Flood  Chop Steakhouse Bar http//t.co/V4AurO4iml"; 43.68699428; -79.58905953
354371390503272449; "Mon Jul 08 224818 0000 2013"; 219428263; "Stuart"; "Welcome to the super flood here in the GTA and the powers out. Thank goodness I wasnt working today"; 43.75406063; -79.52329229
354371535986884608; "Mon Jul 08 224852 0000 2013"; 590285119; "Michael Labrador  Realtor"; "I think every traffic light in Scarborough is out. #stormTO"; 43.78607198; -79.26723845
354371695462715392; "Mon Jul 08 224930 0000 2013"; 404445639; "Joanna Britton"; "davidfeldt RT ivortossell Trying again King and Atlantic http//t.co/Bs0gWAw3rA #stormto #floodto HOW DO I GET HOME!"; 43.6501653; -79.35843091
354371771518025729; "Mon Jul 08 224948 0000 2013"; 443804372; "Mike Wedmann"; "LyndsayCTV Thats a little scary! #Toronto MT ElenaLappo 427 and burnhamthorpe....cars flooded to the roofs http//t.co/rBukJeU5SM wow"; 43.5083; -79.65421
354371891869401091; "Mon Jul 08 225017 0000 2013"; 762691646; "Irving"; "ShaayanB lol yeah but my backyard got flooded"; 43.74105084; -79.59671932
354371936639401984; "Mon Jul 08 225028 0000 2013"; 52065949; "Shubham Datta"; "Using the remaining battery on my laptop to charge my phone! #darkTO #stormTO #stormwatch"; 43.69795675; -79.50701854
354371943543214080; "Mon Jul 08 225029 0000 2013"; 23240685; "Arif Hirani"; "Power out ! Yikes. #stormTO"; 43.64376961; -79.40376984
354372111038554114; "Mon Jul 08 225109 0000 2013"; 326295787; "anamika"; "LOOL GIANT TIGERS FLOODED"; 43.71881022; -79.57011374
354372165912641537; "Mon Jul 08 225122 0000 2013"; 233292628; "Maria T"; "8soup good luck  that storm was a doozy. Flooded downtown and knocked out power even in Mississauga #inthedark"; 43.63401; -79.73476
354372209525006337; "Mon Jul 08 225133 0000 2013"; 364033350; "Avarie"; "Power out in Toronto.. #stormTO #Toronto"; 43.52119; -79.64261
354372274146643968; "Mon Jul 08 225148 0000 2013"; 253090802; "nicola peragine"; "Witnessing ton of lost flipflops in the giant puddles at York amp, Bremner! I guess no umbrella is better than no shoes   #stormTO"; 43.64157036; -79.38236944
354372556217786368; "Mon Jul 08 225255 0000 2013"; 253090802; "nicola peragine"; "This is true. Thanks TELUS! #stormTO RT GusReid nicperagine unionstationTO well at least you have phone service. #RogersFidoOutage"; 43.64140513; -79.38286423
354372610752131073; "Mon Jul 08 225308 0000 2013"; 332356100; ""; "The subway is flooded OMG how the fuck do I get home....idk where I am"; 43.65058371; -79.38759859
354372762527203328; "Mon Jul 08 225345 0000 2013"; 16968943; "Keane Quibilan"; "Holy gushers! #flood #rain onedidier  http//t.co/G7YO7fEr3n"; 43.73267308; -79.26369833
354372906723184641; "Mon Jul 08 225419 0000 2013"; 16879485; "Danielle"; "tealangelina I saw that Wilson flooded really bad yesterday too. This is insane! Stay safe!!"; 43.63982723; -79.37517155
354373021680676865; "Mon Jul 08 225446 0000 2013"; 18773985; "Candace Forsyth"; "Suddenly Im happy I cycled at the beginning of the storm and not at the flood the entire city with doom and mayhem part."; 43.66814899; -79.43216824
354373029549178881; "Mon Jul 08 225448 0000 2013"; 274296498; "Emily Ching"; "So... How many major cities have to flood before climate change becomes a priority? #cdnpoli #srsly #yyz  #yyc"; 50.46773671; -104.65396083
354373117138829312; "Mon Jul 08 225510 0000 2013"; 422037568; "Scott Rathbone"; "Candle light dinner. Bonus of the #tostorm http//t.co/0Jrb7Vpcjb"; 43.6388068; -79.4140126
354373170897235970; "Mon Jul 08 225522 0000 2013"; 16086642; "The Wolf of King Ed"; "Heading to Toronto next week and its flooded"; 49.26452777; -123.07751595
354373968733544448; "Mon Jul 08 225832 0000 2013"; 517864907; "kristina anzlinger"; "blogTO mayham on lakeshore #stormto http//t.co/TxyPcddca4"; 43.63109225; -79.39746478
354374085104517120; "Mon Jul 08 225900 0000 2013"; 274296498; "Emily Ching"; "#stormTO wont do it, Im sure. Maybe an #ottawastorm? Or do we need a #cdnfamine?"; 50.46767805; -104.6541977
354374096668205057; "Mon Jul 08 225903 0000 2013"; 6403932; "Mike McKenna"; "Lower Simcoe street flooded  InterContinental http//t.co/stmlFcSAtk"; 43.64450332; -79.3852973
354374168000737280; "Mon Jul 08 225920 0000 2013"; 1434490999; "Yousaf Shah"; "#stormTO cannot stop the jazz. The Rex is poppin."; 43.6505159; -79.388675
354374288356282368; "Mon Jul 08 225948 0000 2013"; 24931025; "Cristina Mancini"; "Is this for real?! #Toronto RT beerboozebites Holy crap  SERIOUS flood at King St West train bridge! http//t.co/DgTUDk4w4g"; 43.68623342; -79.39329071
354374544548573185; "Mon Jul 08 230050 0000 2013"; 317215845; "Radio Nation"; "Despite the flooding FedEx and FedExCanada are hard at work. #stormTO http//t.co/7BDDnpAP8h"; 43.65977653; -79.33668378
354374753693343744; "Mon Jul 08 230139 0000 2013"; 37946999; "Matt Juniper"; "RT LyndsayCTV Thats a little scary! #Toronto MT ElenaLappo 427 and burnhamthorpe....cars flooded to the roofs http//t.co/5t64AIQVBg"; 43.45282737; -79.75674645
354374912628097025; "Mon Jul 08 230217 0000 2013"; 19836975; "vicki"; "Whoa! Lucypalm Queens Park subway!  TTChelps CP24  #stormto  http//t.co/IgjBNAqnML"; 43.67574499; -79.38061564
354374921360666624; "Mon Jul 08 230220 0000 2013"; 317215845; "Radio Nation"; "Heading under the Gardiner Expressway on Lakeshore. Not a safe place to drive. #stormTO http//t.co/4lDcv9xR40"; 43.65975755; -79.33675363
354375064390606848; "Mon Jul 08 230253 0000 2013"; 171748744; "Timbit Kit"; "Put my cocksuckin skills to use to suck water through a hose so our basement wouldnt flood."; 43.7527745; -79.4487891
354375271966703616; "Mon Jul 08 230343 0000 2013"; 26937087; "Margot H"; "Unbelievable!!RT ElenaLappo So my hubby is stuck in a bus at 427 and burnhamthorpe....cars flooded to the roofs http//t.co/TNxuFOGaNV"; 43.69719484; -79.40311374
354375300647378944; "Mon Jul 08 230350 0000 2013"; 317215845; "Radio Nation"; "Lakeshore heading Eastbound to Carlaw Ave experiencing flooding #stormTO http//t.co/xzxIOeuty7"; 43.65975755; -79.33675363
354375420432498688; "Mon Jul 08 230418 0000 2013"; 15334138; "Jonathan Daly"; "Were blacked out, yo! #TOStorm  Lowe Roche http//t.co/oUDKnod5UZ"; 43.6497462; -79.39194862
354375419065155584; "Mon Jul 08 230418 0000 2013"; 222244027; "Stephanie ONeill"; "bridgeotto1 ahaha I know! Ive seen all my friends places in Toronto all flooded and crazy! #suckkkka"; 43.25956904; -79.88476671
354375477986721792; "Mon Jul 08 230432 0000 2013"; 226289519; "JordanM9393"; "LisaCim My power went out  we are being hit with a bad thunderstorm and trees are falling on power lines and we are getting flooded"; 43.60941049; -79.52793166
354375532957274112; "Mon Jul 08 230445 0000 2013"; 103452818; "coolbeanz"; "CensoredPickle ya thats probably why god sent another flood cuz u have a nice flow"; 43.5721637; -79.6965223
354375635961004033; "Mon Jul 08 230510 0000 2013"; 14289092; "The GATE"; "RT ElenaLappo So my hubby is stuck in a bus at 427 and burnhamthorpe....cars flooded to the roofs http//t.co/oe2p00YR7N Holy crap."; 43.6329529; -79.5331272
354375856837255168; "Mon Jul 08 230603 0000 2013"; 317215845; "Radio Nation"; "Another look at the flooding on Lakeshore Road #stormTO globaltvnews globeandmail http//t.co/EO2yDK9UOa"; 43.65982839; -79.33656898
354375946364653569; "Mon Jul 08 230624 0000 2013"; 28030691; "Roger Cullman"; "stankovj rezalution glad this flood didnt happen during #turfTO this past weekend #floodTO"; 43.6854683; -79.34777454
354375998139150336; "Mon Jul 08 230636 0000 2013"; 903744980; "FetaLovingGreek"; "Dear CP24 weather team,  You SUCK! #TOstorm"; 43.69747763; -79.39054392
354376020700299267; "Mon Jul 08 230641 0000 2013"; 42173023; "Faraz Ahmed"; "Damn. Need a boat to ride on those flooded roads. #TOstorm"; 43.65873648; -79.37829199
354376212140929025; "Mon Jul 08 230727 0000 2013"; 253090802; "nicola peragine"; "mattbinn Kattte damn, I bet! good thing you left when you did, doesnt look like its getting any better. #stormTO"; 43.64202742; -79.38633724
354376514164379648; "Mon Jul 08 230839 0000 2013"; 317215845; "Radio Nation"; "Go Hyundai Go Hyundai its your birthday. Just keep on truckin through the water #stormTO Hyundai http//t.co/wwqfYcH0dX"; 43.65976447; -79.33692476
354376733182537730; "Mon Jul 08 230931 0000 2013"; 29490884; "Shawn Bell"; "It is my understanding that the highway in front of me is flooded"; 43.67042958; -79.58778664
354376792099917824; "Mon Jul 08 230946 0000 2013"; 317215845; "Radio Nation"; "As you can see water gushing in the bus. #stormTO http//t.co/YPdvUiB8rN"; 43.65971294; -79.33686674
354376806935171076; "Mon Jul 08 230949 0000 2013"; 224861964; "Kirk Fitzpatrick"; "ardaocal First Calgary, now Toronto... #TOStorm in progress. http//t.co/g7Fvk4UvJG what a time to come here"; 43.6571318; -79.38423248
354376811045588994; "Mon Jul 08 230950 0000 2013"; 191136931; "Adam Boissiere"; "silkgee66 weeeeeeeeeet #literally #stormTO"; 43.44720567; -79.7092756
